osm_id,osm_type,name,lat,lon,tags
582384953,node,"Bengaluru Hospital, Susruta Medical Aid AndResearch Home Limited",12.9376734,77.5802836,"{'addr:district': 'Bengaluru Urban', 'addr:full': '202, R.V.Road', 'addr:postcode': '560001', 'addr:state': 'Karnataka', 'addr:street': 'Rashtriya Vidyalaya Road', 'amenity': 'hospital', 'email': 'info@Bengaluruhospital.co.in', 'healthcare': 'hospital', 'name': 'Bengaluru Hospital, Susruta Medical Aid AndResearch Home Limited', 'name:kn': 'ಬೆಂಗಳೂರು ಆಸ್ಪತ್ರೆ', 'operator:type': 'private', 'source': 'OpenGovernmentData', 'website': 'http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf'}"
625856709,node,Manipal Northside Hospital,13.0011275,77.5639285,"{'addr:city': 'bangalore', 'addr:district': 'Bengaluru Urban', 'addr:full': '71, 11Th Main Road, Opposite Malleshwaram Railway Station, Malleshwaram', 'addr:housenumber': '71', 'addr:postcode': '560003', 'addr:state': 'Karnataka', 'addr:street': '11th Main Road, Opp Railway Station, Malleswaram', 'amenity': 'hospital', 'name': 'Manipal Northside Hospital', 'phone': '080 2222 1111', 'source': 'OpenGovernmentData', 'wheelchair': 'yes'}"
663604723,node,Government Primary Health Centre,12.9503234,77.6162619,"{'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Government Primary Health Centre', 'name:kn': 'ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಆರೋಗ್ಯ ಕೇಂದ್ರ', 'ups_hospital': 'hospital'}"
665727326,node,Divakars speciality Hospital,12.9100629,77.5924585,"{'addr:district': 'Bengaluru Urban', 'addr:full': '220, 2nd phase, JP Nagar,Next to Nilgiris', 'addr:postcode': '560078', 'addr:state': 'Karnataka', 'amenity': 'hospital', 'check_date': '2025-06-21', 'healthcare:speciality': 'General Gynecology; Obstetrics; Prenatal Care; nulife clinic; Laboratory Testing and In-Office Surgery; Medical Spa for Women; Ophthalmology', 'name': 'Divakars speciality Hospital', 'operator:type': 'private', 'source': 'OpenGovernmentData', 'website': 'http://www.healthforher.in/'}"
671185206,node,Hema Poly Clinic,12.960765,77.7137961,"{'amenity': 'hospital', 'name': 'Hema Poly Clinic'}"
691930445,node,BMTC Hospital,12.9234317,77.5923374,"{'amenity': 'hospital', 'check_date': '2024-08-18', 'name': 'BMTC Hospital', 'name:kn': 'ಬಿಎಂಟಿಸಿ ಆಸ್ಪತ್ರೆ', 'wheelchair': 'yes'}"
769216417,node,Ramakrishna Nursing Home and Hospital,12.9364329,77.583477,"{'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Ramakrishna Nursing Home and Hospital'}"
954623054,node,Sri Vinayaka Poly Clinic,12.939058,77.5510802,"{'addr:city': 'bangalore', 'addr:housenumber': '8/45', 'addr:postcode': '560050', 'addr:street': '80 Feet Road, SBM Colony, Near-Bank Colony Bus Stop, Banashankari 1st Stage', 'amenity': 'hospital', 'name': 'Sri Vinayaka Poly Clinic', 'phone': '080 2672 8455', 'source': 'justdial'}"
966863252,node,RMV Hospital,13.0322788,77.576876,"{'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'RMV Hospital'}"
975680681,node,Yashomathi Hospitals,12.9559302,77.7112689,"{'addr:city': 'Bangalore', 'addr:street': 'Varthur Road', 'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'Yashomathi Hospitals'}"
1005544881,node,Mallya Audikesh Diagnostics Center,12.9815051,77.6011944,"{'addr:city': 'Bangalore', 'addr:housenumber': '55', 'addr:postcode': '560001', 'addr:street': 'Infantry Road', 'amenity': 'hospital', 'email': 'bengaluru@medinovaindia.com', 'fax': '+918022867244', 'name': 'Mallya Audikesh Diagnostics Center', 'phone': '+918022868423', 'website': 'http://www.medinovaindia.com'}"
1006462338,node,Mallige Medical Centre,12.985247,77.5803846,"{'addr:city': 'Bangalore', 'addr:housenumber': '31/32', 'addr:postcode': '560001', 'addr:street': 'Crescent Rd,Nehru Nagar,Gandhi Nagar', 'amenity': 'hospital', 'name': 'Mallige Medical Centre', 'phone': '080 2220 3333', 'website': 'https://www.mallige.com/'}"
1067181192,node,Devine Hospital,13.0038999,77.6039313,"{'addr:district': 'Bengaluru Urban', 'addr:full': '110,6Th Main Iti Layout Benson Town Post', 'addr:postcode': '560046', 'addr:state': 'Karnataka', 'amenity': 'hospital', 'name': 'Devine Hospital', 'name:kn': 'ಡಿವೈನ್ ಆಸ್ಪತ್ರೆ', 'source': 'OpenGovernmentData'}"
1085786951,node,Lalbagh Nursing Home,12.9452313,77.5861734,"{'addr:street': 'Siddapura Road', 'amenity': 'hospital', 'name': 'Lalbagh Nursing Home', 'name:kn': 'ಲಾಲ್ಬಾಗ್ ನರ್ಸಿಂಗ್ ಹೋಂ'}"
1093355153,node,Dr. Batra Clinic,12.9797287,77.7271089,"{'amenity': 'hospital', 'name': 'Dr. Batra Clinic'}"
1101622501,node,Government Maternity Hospital,12.9988604,77.5817424,"{'amenity': 'hospital', 'name': 'Government Maternity Hospital', 'name:kn': 'ಸರಕಾರಿ ಹೆರಿಗೆ ಆಸ್ಪತ್ರೆ'}"
1108014134,node,Soujanya Clinic,12.9681189,77.54325,"{'amenity': 'hospital', 'emergency': 'no', 'name': 'Soujanya Clinic'}"
1108040901,node,Kanva Diagnostics Collection Centre,12.967291,77.5429164,"{'amenity': 'hospital', 'name': 'Kanva Diagnostics Collection Centre'}"
1150839598,node,New Akshay Mallya Hospital,12.9568527,77.6990468,"{'addr:district': 'Bengaluru Urban', 'addr:full': '93/1, 565, Srinivasa Complex Ring Road Attached To Main Road', 'addr:postcode': '560037', 'addr:state': 'Karnataka', 'addr:street': 'Varthur Road', 'amenity': 'hospital', 'level': '0', 'name': 'New Akshay Mallya Hospital', 'source': 'OpenGovernmentData'}"
1186831410,node,Presidency Hospital,12.9951629,77.69923,"{'addr:street': 'Whitefield Road', 'amenity': 'hospital', 'name': 'Presidency Hospital'}"
1228960966,node,BGS Gleneagles Hospitals,12.90306,77.4974982,"{'addr:district': 'Bengaluru Urban', 'addr:full': '67, Uttarahalli Road, Kengeri', 'addr:postcode': '560060', 'addr:state': 'Karnataka', 'amenity': 'hospital', 'email': 'web.enquiries@globalhospitalsindia.com', 'healthcare': 'hospital', 'healthcare:speciality': 'multi speciality', 'name': 'BGS Gleneagles Hospitals', 'name:kn': 'ಬಿಜಿಎಸ್ ಆಸ್ಪತ್ರೆ', 'operator:type': 'private', 'source': 'OpenGovernmentData', 'website': 'https://bgsgleneaglesglobalhospitalbengaluru.com/'}"
1272424543,node,Srinivas Clinic,12.9073391,77.5830655,"{'addr:street': '29 Main', 'address': '593 14th cross 29th main', 'amenity': 'hospital', 'designation': 'Clinic', 'emergency': 'no', 'name': 'Srinivas Clinic', 'name:kn': 'ಶ್ರೀನಿವಾಸ್ ಕ್ಲಿನಿಕ್'}"
1290125198,node,,13.0043642,77.5652959,{'amenity': 'hospital'}
1318987638,node,Metro Hospital,12.8915893,77.560715,"{'amenity': 'hospital', 'emergency': 'yes', 'name': 'Metro Hospital'}"
1365797756,node,Brookefield Hospital(A Unit Of Sanjeevani Hospital),12.9668213,77.7168891,"{'addr:district': 'Bengaluru Urban', 'addr:full': '521, 522, Vijayalakshmi Square Itpl Main Road Kundallahall Near Cosmos Mall', 'addr:postcode': '560037', 'addr:state': 'Karnataka', 'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'Brookefield Hospital(A Unit Of Sanjeevani Hospital)', 'source': 'OpenGovernmentData', 'wheelchair': 'yes'}"
1428600902,node,Tenet diagnostics,12.9573067,77.7087044,"{'addr:city': 'Marathahalli, Bangalore', 'addr:housenumber': 'S1,S2', 'addr:street': 'Spice Garden Compound Road', 'amenity': 'hospital', 'check_date': '2024-08-25', 'emergency': 'no', 'name': 'Tenet diagnostics'}"
1436177631,node,ESI Hospital,12.995242,77.6523255,"{'amenity': 'hospital', 'name': 'ESI Hospital', 'name:kn': 'ಇಎಸ್ಐ ಆಸ್ಪತ್ರೆ'}"
1437213383,node,Karunalayam Hospital,12.9111263,77.7073377,"{'amenity': 'hospital', 'name': 'Karunalayam Hospital'}"
1438212033,node,SDS Tuberculosis Research Centre and Rajiv Gandhi Institute of Chest diseases,12.9367955,77.5907094,"{'amenity': 'hospital', 'designation': 'Sanatorium', 'emergency': 'no', 'name': 'SDS Tuberculosis Research Centre and Rajiv Gandhi Institute of Chest diseases', 'research': 'medical'}"
1440343668,node,Maiya Multispecialty Hospital,12.942614,77.5854533,"{'addr:district': 'Bengaluru Urban', 'addr:full': '34, 10Th Main 1st Block, Jayanagar', 'addr:postcode': '560011', 'addr:state': 'Karnataka', 'amenity': 'hospital', 'name': 'Maiya Multispecialty Hospital', 'source': 'OpenGovernmentData', 'wheelchair': 'yes'}"
1454651986,node,Narayana Netralaya,12.9671401,77.6094485,"{'addr:district': 'Bengaluru Urban', 'addr:full': '#37, Castle Street, Opp Sacred Heart Church, Ashok Nagar, B.E', 'addr:housenumber': '37', 'addr:postcode': '560025', 'addr:state': 'Karnataka', 'addr:street': 'Castle Street', 'amenity': 'hospital', 'name': 'Narayana Netralaya', 'name:kn': 'ನಾರಾಯಣ ನೇತ್ರಾಲಯ', 'source': 'OpenGovernmentData'}"
1462232206,node,London Hospital,13.0806193,77.5482263,"{'amenity': 'hospital', 'name': 'London Hospital'}"
1463452754,node,Nagappa Hadli Hospital,13.0829889,77.5489026,"{'addr:district': 'Bengaluru Urban', 'addr:full': 'M S Palya, Bharath Nagar,Hesaraghatta Main Road,Vidyaranyapura Post', 'addr:postcode': '560097', 'addr:state': 'Karnataka', 'amenity': 'hospital', 'name': 'Nagappa Hadli Hospital', 'name:kn': 'ನಾಗಪ್ಪ ಹದ್ಲಿ', 'source': 'OpenGovernmentData'}"
1463507632,node,"Vasan Eye Care Hospital, Nagarabhavi",12.9746134,77.5129757,"{'addr:district': 'Bengaluru Urban', 'addr:full': 'No-5, 20 Th Cross, Malagala Under Pass Ring Road', 'addr:postcode': '560091', 'addr:state': 'Karnataka', 'addr:subdistrict': 'Nagarbhavi', 'amenity': 'hospital', 'name': 'Vasan Eye Care Hospital, Nagarabhavi', 'name:kn': 'ವಿಜಯ ನೇತ್ರಾಲಯ', 'operator:type': 'private', 'source': 'OpenGovernmentData', 'website': 'http://www.vasaneye.in/'}"
1463555571,node,Rc Hospital,12.930936,77.5153776,"{'addr:district': 'Bengaluru Urban', 'addr:full': 'No. 484/A, Ideal Homes Township, 18th Main Road, Rajarajeshwarinagar', 'addr:postcode': '560098', 'addr:state': 'Karnataka', 'amenity': 'hospital', 'name': 'Rc Hospital', 'source': 'OpenGovernmentData'}"
1463563608,node,Veturi Child Health Centre,12.9263226,77.5156579,"{'amenity': 'hospital', 'name': 'Veturi Child Health Centre'}"
1463656830,node,Ketham's Hospital Pvt. Ltd,13.0686568,77.5582571,"{'addr:district': 'Bengaluru Urban', 'addr:full': '# 50/2, Vidyaranyapura, Nanjappa Main Road', 'addr:postcode': '560097', 'addr:state': 'Karnataka', 'amenity': 'hospital', 'check_date': '2025-08-09', 'name': ""Ketham's Hospital Pvt. Ltd"", 'source': 'OpenGovernmentData'}"
1464742684,node,Ragavendra Hospital,13.0425433,77.5155377,"{'amenity': 'hospital', 'name': 'Ragavendra Hospital', 'name:kn': 'ರಾಘವೇಂದ್ರ ಆಸ್ಪತ್ರೆ'}"
1464772262,node,Guru Kripa Clinic,13.0349833,77.5676844,"{'amenity': 'hospital', 'name': 'Guru Kripa Clinic'}"
1464782617,node,Deeksha Orthopaedic Hospital,13.0973922,77.5964894,"{'amenity': 'hospital', 'name': 'Deeksha Orthopaedic Hospital'}"
1464783198,node,Shushrusha Hospital,13.0997316,77.5980216,"{'amenity': 'hospital', 'name': 'Shushrusha Hospital'}"
1464921265,node,Chirag Hospital and Maternity Center,12.9126298,77.5913594,"{'addr:district': 'Bengaluru Urban', 'addr:full': '1635,17Th Main ( Near To Woody `S Hotel) 2nd Phase J.P. Nagar, Banglore', 'addr:postcode': '560078', 'addr:state': 'Karnataka', 'addr:street': '17th Main Road', 'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Chirag Hospital and Maternity Center', 'source': 'OpenGovernmentData'}"
1466477036,node,Udhbhava Hospital,12.9256842,77.5489346,"{'addr:district': 'Bengaluru Urban', 'addr:full': 'No:114, 100 Feet Ring Road, 3Road Stage Banashankari', 'addr:postcode': '560085', 'addr:state': 'Karnataka', 'amenity': 'hospital', 'emergency': 'yes', 'name': 'Udhbhava Hospital', 'name:kn': 'ಉದ್ಭವ ಆಸ್ಪತ್ರೆ', 'source': 'OpenGovernmentData'}"
1466576385,node,DG Hospital,12.9206648,77.5598673,"{'addr:district': 'Bengaluru Urban', 'addr:full': '274 / 275, M K Puttalingaiah Road, Padmanabhanagar', 'addr:postcode': '560073', 'addr:state': 'Karnataka', 'amenity': 'hospital', 'emergency': 'yes', 'name': 'DG Hospital', 'operator:type': 'private', 'source': 'OpenGovernmentData', 'website': 'http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf'}"
1466638204,node,Srinivasa Nursing Home,12.9423039,77.6174893,"{'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Srinivasa Nursing Home'}"
1467778591,node,Kangila Clinic,12.9336501,77.5660602,"{'amenity': 'hospital', 'emergency': 'yes', 'name': 'Kangila Clinic'}"
1467969798,node,Chaitanya Hospital,13.0990911,77.5861904,"{'amenity': 'hospital', 'name': 'Chaitanya Hospital', 'name:kn': 'ಚೈತನ್ಯ ಆಸ್ಪತ್ರೆ'}"
1468540733,node,"Vasan Eye Care Hospital, Koramangala",12.9402371,77.6253403,"{'addr:district': 'Bengaluru Urban', 'addr:full': 'No.897/C, 80 Feet Road, 6th Block, Koramangala', 'addr:postcode': '560095', 'addr:state': 'Karnataka', 'addr:subdistrict': 'Koramangala', 'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'Vasan Eye Care Hospital, Koramangala', 'operator:type': 'private', 'source': 'OpenGovernmentData', 'website': 'http://www.vasaneye.in/'}"
1468908282,node,Asha Clinic,12.9158901,77.6506948,"{'addr:street': '13th cross', 'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Asha Clinic'}"
1468908300,node,health nest,12.9075992,77.6488507,"{'amenity': 'hospital', 'name': 'health nest'}"
1469035492,node,Amma's ENT Clinic,13.0281613,77.5793947,"{'amenity': 'hospital', 'name': ""Amma's ENT Clinic""}"
1469036754,node,Krishna Specialty Clinic,13.026721,77.5789272,"{'alt_name': 'Saraswathi Aithal Clinic', 'amenity': 'hospital', 'name': 'Krishna Specialty Clinic'}"
1469181813,node,Seventh Day Adventist Hospital,12.995625,77.6113272,"{'addr:city': 'Bengaluru', 'addr:country': 'IN', 'addr:hamlet': 'Frazer Town', 'addr:postcode': '560005', 'addr:street': 'Saunders Road', 'amenity': 'hospital', 'name': 'Seventh Day Adventist Hospital', 'name:kn': 'ಸೆವೆಂತ್ ಡೇ ಅಡ್ವೆನ್ಟಿಸ್ಟ್ ಆಸ್ಪತ್ರೆ'}"
1469314053,node,Srinivasa Nursing Home,12.9965077,77.6220456,"{'amenity': 'hospital', 'name': 'Srinivasa Nursing Home'}"
1470603498,node,Kids Care Clinic,12.914434,77.6050207,"{'amenity': 'hospital', 'designation': 'Kids Care Clinic', 'healthcare': 'hospital', 'name': 'Kids Care Clinic'}"
1471128628,node,Pristine Health care,12.9382768,77.6186753,"{'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'Pristine Health care'}"
1471719697,node,Prerana Dental Clinic,12.9186845,77.630774,"{'amenity': 'hospital', 'name': 'Prerana Dental Clinic'}"
1471720698,node,Mamtha Health Center,12.9180492,77.6318764,"{'amenity': 'hospital', 'name': 'Mamtha Health Center'}"
1471737564,node,Suprabha Hospital,13.0079383,77.5469059,"{'amenity': 'hospital', 'name': 'Suprabha Hospital', 'wheelchair': 'yes'}"
1471738635,node,Sangolli Nursing Home,13.0083564,77.5469273,"{'amenity': 'hospital', 'name': 'Sangolli Nursing Home'}"
1471781028,node,Diacon Hospital,13.0037682,77.5498337,"{'addr:district': 'Bengaluru Urban', 'addr:full': '359 / 360, 19Th Main 1 St Block Rajajinagar Near Indian Bank', 'addr:postcode': '560010', 'addr:state': 'Karnataka', 'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Diacon Hospital', 'source': 'OpenGovernmentData', 'wheelchair': 'yes'}"
1472015890,node,Agarwal Eye Hospital,12.9273417,77.6221301,"{'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Agarwal Eye Hospital'}"
1472037865,node,Sri Sapthagiri Clinic,12.8736928,77.6449626,"{'amenity': 'hospital', 'name': 'Sri Sapthagiri Clinic'}"
1472111625,node,Sagar Dental Clinic,12.9169725,77.6300572,"{'amenity': 'hospital', 'name': 'Sagar Dental Clinic'}"
1472735174,node,Venkateshwara Hospital,12.9257842,77.6170828,"{'addr:street': 'Hosur road', 'amenity': 'hospital', 'name': 'Venkateshwara Hospital', 'name:kn': 'ವೆಂಕಟೆಶ್ವರ ಆಸ್ಪತ್ರೆ', 'wheelchair': 'yes'}"
1472808792,node,Namratha Hospital,13.0047859,77.543073,"{'amenity': 'hospital', 'name': 'Namratha Hospital', 'name:kn': 'ನಮ್ರತ ಆಸ್ಪತ್ರೆ'}"
1472878021,node,Devi Eye Hospital,12.9162576,77.6374069,"{'amenity': 'hospital', 'check_date': '2023-08-29', 'name': 'Devi Eye Hospital', 'name:en': 'Devi Eye Hospital', 'wheelchair': 'limited'}"
1473023593,node,Mysore Hospital,13.0275337,77.5397051,"{'addr:district': 'Bengaluru Urban', 'addr:full': 'No. 35/6, Industrial Suburb, Goragunte Palya, Yashwantpur', 'addr:postcode': '560022', 'addr:state': 'Karnataka', 'amenity': 'hospital', 'name': 'Mysore Hospital', 'name:kn': 'ಮೈಸೂರು ಆಸ್ಪತ್ರೆ', 'source': 'OpenGovernmentData'}"
1473296715,node,Jayanagar Orthopaedic Centre,12.9293288,77.5877091,"{'addr:district': 'Bengaluru Urban', 'addr:full': '24/1-1, 14Th Main, 4Th Block East Jayanagar', 'addr:postcode': '560041', 'addr:state': 'Karnataka', 'amenity': 'hospital', 'emergency': 'no', 'name': 'Jayanagar Orthopaedic Centre', 'source': 'OpenGovernmentData'}"
1473921774,node,Shekar Hospital,12.9458714,77.5675192,"{'addr:district': 'Bengaluru Urban', 'addr:full': 'No.81,Bulltemple Road,Near Ramakrishna Ashram', 'addr:postcode': '560019', 'addr:state': 'Karnataka', 'addr:street': 'Shyamaraja Iyengar Road', 'amenity': 'hospital', 'emergency': 'no', 'name': 'Shekar Hospital', 'name:en': 'Shekhar Hospital', 'name:hi': 'शेखर हॉस्पिटल', 'name:kn': 'ಶೇಖರ್ ಹಾಸ್ಪಿಟಲ್', 'source': 'OpenGovernmentData'}"
1474001855,node,Punya Hospital,13.0011459,77.5359798,"{'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'Punya Hospital'}"
1474104406,node,Vasan Eye Care,12.9102705,77.6265538,"{'addr:street': 'Hosur road', 'amenity': 'hospital', 'check_date': '2024-09-19', 'healthcare': 'hospital', 'name': 'Vasan Eye Care'}"
1474106961,node,Apollo Clinic,12.8517246,77.6681472,"{'amenity': 'hospital', 'name': 'Apollo Clinic', 'name:kn': 'ಅಪೊಲೊ ಕ್ಲಿನಿಕ್'}"
1474277938,node,Parimala Clinic,12.9135707,77.5788941,"{'addr:street': 'Ayodhyarama Road', 'amenity': 'hospital', 'name': 'Parimala Clinic', 'name:kn': 'ಪರಿಮಳ ಚಿಕಿತ್ಸಾಲಯ'}"
1474317196,node,Karanth Speciality Hospital,12.9160081,77.6193573,"{'addr:district': 'Bengaluru Rural', 'addr:full': 'No 72, 35Th Main 1st Cross 100 Ft Ring Road, Btm Layour, 2nd Stage Btm Layout', 'addr:postcode': '560068', 'addr:state': 'Karnataka', 'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'Karanth Speciality Hospital', 'source': 'OpenGovernmentData'}"
1474323515,node,Gangothri Hospital,12.9162878,77.6138218,"{'addr:district': 'Bengaluru Urban', 'addr:full': 'No.27, Kuvempunagar, B.T.M.Layout, 100 Ft. Ring Road', 'addr:postcode': '560076', 'addr:state': 'Karnataka', 'addr:street': 'Outer Ring Road', 'amenity': 'hospital', 'emergency': 'yes', 'name': 'Gangothri Hospital', 'name:kn': 'ಗಂಗೋತ್ರಿ ಆಸ್ಪತ್ರೆ', 'source': 'OpenGovernmentData', 'wheelchair': 'limited'}"
1474449391,node,Spurthy Hospital,12.9239335,77.61116,"{'addr:district': 'Bengaluru Urban', 'addr:full': '#22, 1st Main, Chocolate Factory Road , Tavarekere Btm Layout', 'addr:postcode': '560029', 'addr:state': 'Karnataka', 'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Spurthy Hospital', 'source': 'OpenGovernmentData'}"
1474458358,node,Prasad Eye Hospital,12.9351929,77.6086817,"{'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Prasad Eye Hospital'}"
1474472488,node,NIMHANS Screening block,12.9387115,77.5937737,"{'amenity': 'hospital', 'description': 'Patients initally should come here to scrrened to refer to the appropriate department for their disorder', 'emergency': 'no', 'healthcare': 'hospital', 'name': 'NIMHANS Screening block'}"
1474472859,node,NIMHANS OPD,12.9388056,77.5942994,"{'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'NIMHANS OPD'}"
1474511948,node,Manjunath Hospital,12.9483598,77.5940621,"{'addr:district': 'Bengaluru Urban', 'addr:full': '87/2, 8Th Cross,Wilson Garden', 'addr:postcode': '560027', 'addr:state': 'Karnataka', 'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Manjunath Hospital', 'name:kn': 'ಮಂಜುನಾಥ ಆಸ್ಪತ್ರೆ', 'source': 'OpenGovernmentData'}"
1474512442,node,Karthik Hospital,12.9484356,77.5942592,"{'addr:street': '8th Cross', 'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Karthik Hospital', 'name:kn': 'ಕಾರ್ತಿಕ್ ಆಸ್ಪತ್ರೆ'}"
1474819060,node,Aswad Hospital,12.9147871,77.6247622,"{'addr:district': 'Bengaluru Rural', 'addr:full': 'No-206, Reddy Building , Roopena Agrahara Opp Roopena Agrahara Bus Stop, Hosur Main Road', 'addr:postcode': '560068', 'addr:state': 'Karnataka', 'addr:street': 'Hosur road', 'amenity': 'hospital', 'name': 'Aswad Hospital', 'source': 'OpenGovernmentData'}"
1474819111,node,TSR heart care,13.0264438,77.5933686,"{'amenity': 'hospital', 'name': 'TSR heart care'}"
